-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
43.5,-78.125,2018,229,4.41
42,-79.375,2018,230,5.04
42,-78.75,2018,230,6.56
42,-78.125,2018,230,4.67
42.5,-79.375,2018,230,17
42.5,-78.75,2018,230,14.34
42.5,-78.125,2018,230,8.08
43,-79.375,2018,230,19.29
43,-78.75,2018,230,22.05
43,-78.125,2018,230,17.17
43.5,-79.375,2018,230,12.18
43.5,-78.75,2018,230,21.01
43.5,-78.125,2018,230,22.96
42,-79.375,2018,231,0.21
42,-78.75,2018,231,0.14
42,-78.125,2018,231,0.1
42.5,-79.375,2018,231,0.66
42.5,-78.75,2018,231,0.13
42.5,-78.125,2018,231,0.05
43,-79.375,2018,231,0.62
43,-78.75,2018,231,0.09
43,-78.125,2018,231,0.04
43.5,-79.375,2018,231,0.3
43.5,-78.75,2018,231,0.12
43.5,-78.125,2018,231,0.12
42,-79.375,2018,232,0.06
42,-78.75,2018,232,0.17
42,-78.125,2018,232,0.38
42.5,-79.375,2018,232,0.01
42.5,-78.75,2018,232,0.07
42.5,-78.125,2018,232,0.2
43,-79.375,2018,232,0.02
43,-78.75,2018,232,0.05
43,-78.125,2018,232,0.12
43.5,-79.375,2018,232,0.03
43.5,-78.75,2018,232,0.03
43.5,-78.125,2018,232,0.03
42,-79.375,2018,233,15.51
42,-78.75,2018,233,13.94
42,-78.125,2018,233,13.69
42.5,-79.375,2018,233,9.98
42.5,-78.75,2018,233,6.92
42.5,-78.125,2018,233,5.69
43,-79.375,2018,233,5.8
43,-78.75,2018,233,4.18
43,-78.125,2018,233,2.6
43.5,-79.375,2018,233,6.69
43.5,-78.75,2018,233,4.24
43.5,-78.125,2018,233,4.4
42,-79.375,2018,234,16.1
42,-78.75,2018,234,13.31
42,-78.125,2018,234,8.54
42.5,-79.375,2018,234,16.3
42.5,-78.75,2018,234,11.04
