-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
41.5,-83.75,2018,239,0.3
41.5,-83.125,2018,239,0.79
41.5,-82.5,2018,239,0.95
42,-83.75,2018,239,0.4
42,-83.125,2018,239,1.28
42,-82.5,2018,239,1.96
42.5,-83.75,2018,239,4.12
42.5,-83.125,2018,239,4.04
42.5,-82.5,2018,239,3.56
41,-83.75,2018,240,0.01
41,-83.125,2018,240,0.01
41,-82.5,2018,240,0.03
41.5,-83.75,2018,240,0.04
41.5,-83.125,2018,240,0.07
41.5,-82.5,2018,240,0.13
42,-83.75,2018,240,0.46
42,-83.125,2018,240,0.36
42,-82.5,2018,240,0.45
42.5,-83.75,2018,240,1.79
42.5,-83.125,2018,240,1.36
